iteration,instance_id,instance_name,instance_selection,transitions,episode_count,episode_transition_mean,episode_transition_std,episode_seconds_mean,episode_seconds_std,reward,mean_return,fulfillment_rate_mean,fulfillment_rate_std,fulfillment_rate_min,fulfillment_rate_max,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,discard_count,completion_count,steps_per_second,rollout_seconds,update_seconds,elapsed_seconds,fluid_solve_count,fluid_solve_seconds,fluid_cache_hit_count,fluid_fallback_count,sparse_attention_enabled,sparse_attention_scope,policy_forward_count,policy_forward_seconds,avg_action_tokens,max_action_tokens,padding_ratio,actor_batch_size_mean,policy_act_seconds,simulator_step_seconds,obs_build_seconds,rollout_device,update_device,cpu_memory_mb,gpu_memory_mb,gpu_temperature
0,1,DDT1600_num50.txt,fixed,1631,8,203.875,6.565773010253906,8.872262954711914,6.180515811138321e-06,1.96,0.0761382622447492,0.622499942779541,0.051417410373687744,0.5600000023841858,0.7400000095367432,-0.14484448,-0.14214533,0.0009013019144832571,0.31497972706953686,0.009263227619360097,0.04726259063722359,0.0003,151,249,40.91502454613853,8.896247386932373,30.965856075286865,39.86310696601868,398,0.16514939987973776,0,0,TRUE,pair,219,4.024625499994727,4.5291232372777435,30,0,7.447488584474886,4.024625499994727,0.3861683001887286,4.266848999817739,cpu,cuda:0,0,670.4394531,50
1,1,DDT1600_num50.txt,fixed,1640,8,205,10.908712387084961,8.430898666381836,7.433155587932561e-06,2.12,0.08753061704735546,0.6324999928474426,0.05651327222585678,0.5799999833106995,0.7599999904632568,-0.378306873,-0.375192903,0.0008532485298928805,0.35406023263931274,0.010971275885822251,0.023924121633172035,0.0003,147,253,127.13607967427151,8.451276302337646,4.448287725448608,12.899564027786255,384,0.1506066000147257,0,0,TRUE,pair,226,3.7163258000655333,4.3969512189306865,24,0,7.256637168141593,3.7163258000655333,0.3397821000398835,4.187741700268816,cpu,cuda:0,0,444.9404297,49
2,1,DDT1600_num50.txt,fixed,1655,8,206.875,5.4414496421813965,8.122166633605957,5.468056315294234e-06,1.92,0.11893830742191705,0.6199999451637268,0.02828427031636238,0.5799999833106995,0.6800000071525574,-0.07327552,-0.069964701,0.001205452795450886,0.3913546750942866,0.02117042652874564,0.041184404864907265,0.0003,152,248,83.7037444161816,8.142657041549683,11.629457235336304,19.772114276885986,397,0.16098339995369315,0,0,TRUE,pair,216,3.402390400020522,4.514803622352392,35,0,7.662037037037037,3.402390400020522,0.3148913997283671,4.221331800043117,cpu,cuda:0,0,670.4394531,50
3,1,DDT1600_num50.txt,fixed,1656,8,207,7.762087345123291,8.74795913696289,5.974752639303915e-06,2,0.11788584051761355,0.625,0.03968627750873566,0.5799999833106995,0.7200000286102295,-0.124680435,-0.121543557,0.0012938063381524342,0.3783779160843955,0.011398291719766954,0.05342869108749761,0.0003,150,250,44.767128622916175,8.769321918487549,28.222105741500854,36.9914276599884,406,0.1613663999887649,0,0,TRUE,pair,225,3.9331415999040473,4.554951690965229,32,0,7.36,3.9331415999040473,0.35732429997005966,4.262382499786327,cpu,cuda:0,0,670.4394531,50
4,1,DDT1600_num50.txt,fixed,1616,8,202,8.558621406555176,8.271773338317871,6.316967755992664e-06,1.84,0.15053973835227577,0.6149999499320984,0.04092676192522049,0.5600000023841858,0.699999988079071,-0.238330501,-0.235200466,0.0011554001248441637,0.3707739550333757,0.0111293843230949,0.04163577780127525,0.0003,154,246,53.523969219668864,8.303266763687134,21.888813972473145,30.19208073616028,395,0.1700606999656884,0,0,TRUE,pair,223,3.5616680000530323,4.498762376827769,30,0,7.246636771300448,3.5616680000530323,0.30342279982869513,4.225027599706664,cpu,cuda:0,0,670.4394531,51
5,1,DDT1600_num50.txt,fixed,1630,8,203.75,8.317902565002441,8.441099166870117,6.334938916552346e-06,2,0.17983548382800169,0.6249999403953552,0.040926769375801086,0.5799999833106995,0.7200000286102295,-0.131275657,-0.127994495,0.0012248550880361688,0.38935859365896747,0.011079276996580038,0.029119335876947098,0.0003,150,250,60.99541195849242,8.461160659790039,18.262160778045654,26.723321437835693,399,0.1604432998719858,0,0,TRUE,pair,222,3.823728999865125,4.592638035785932,32,0,7.342342342342342,3.823728999865125,0.3418977996625472,4.089874899902497,cpu,cuda:0,0,670.4394531,52
6,1,DDT1600_num50.txt,fixed,1587,8,198.375,4.8973846435546875,8.98055362701416,1.1641078344837297e-05,1.44,0.16757379333085487,0.5899999737739563,0.010000020265579224,0.5799999833106995,0.6000000238418579,-0.287060364,-0.284073095,0.0012733013310935349,0.36239328384399416,0.015148913068696857,0.045038665737956764,0.0003,164,236,62.35642520155089,9.00258755683899,16.447877168655396,25.450464725494385,404,0.17352949998166878,0,0,TRUE,pair,203,4.164329199847998,4.6584751096700225,30,0,7.817733990147783,4.164329199847998,0.3557309001334943,4.260805499914568,cpu,cuda:0,0,670.43896484375,50
7,1,DDT1600_num50.txt,fixed,1619,8,202.375,1.2183493375778198,8.643335342407227,3.6314836506790016e-06,1.36,0.18214987785915746,0.5849999785423279,0.02397916093468666,0.5600000023841858,0.6200000047683716,-0.305533361,-0.303346392,0.0021163144992897287,0.3245115168392658,0.00696970760327531,0.02925496594980359,0.0003,166,234,83.42696579366695,8.663374185562134,10.742821216583252,19.406195402145386,401,0.15908800010220148,0,0,TRUE,pair,205,3.958016800112091,4.704138357599552,30,0,7.897560975609756,3.958016800112091,0.34718010034703184,4.1479768998979125,cpu,cuda:0,0,670.4394531,45
8,1,DDT1600_num50.txt,fixed,1602,8,200.25,4.293890953063965,8.574579238891602,1.1772181096603163e-05,1.76,0.16842259400450826,0.60999995470047,0.01732049137353897,0.6000000238418579,0.6399999856948853,-0.206487089,-0.204133634,0.001949039998830163,0.3327974889959608,0.010129952836515648,0.058677795343101025,0.0003,156,244,81.11024049294467,8.59433627128601,11.15656065940857,19.75089693069458,395,0.16260580001107883,0,0,TRUE,pair,204,3.8720930000563385,4.598002495688297,30,0,7.852941176470588,3.8720930000563385,0.3311326000984991,4.182733200155781,cpu,cuda:0,0,670.4394531,44
9,1,DDT1600_num50.txt,fixed,1656,8,207,9.287087440490723,8.950974464416504,5.731971214117948e-06,2.12,0.1068017050085922,0.6324999928474426,0.05379358306527138,0.5799999833106995,0.7400000095367432,-0.08016913,-0.078335877,0.0020627297538643083,0.2864614973465602,0.007948383307343142,0.03693809137783117,0.0003,147,253,41.65711846863737,8.972034215927124,30.781075477600098,39.75310969352722,396,0.16570679993310478,0,0,TRUE,pair,224,4.057388100060052,4.445048309178744,30,0,7.392857142857143,4.057388100060052,0.3406082997826161,4.354364900384098,cpu,cuda:0,0,670.4394531,40
