iteration,instance_id,instance_name,instance_selection,transitions,episode_count,episode_transition_mean,episode_transition_std,episode_seconds_mean,episode_seconds_std,reward,mean_return,fulfillment_rate_mean,fulfillment_rate_std,fulfillment_rate_min,fulfillment_rate_max,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,discard_count,completion_count,steps_per_second,rollout_seconds,update_seconds,elapsed_seconds,fluid_solve_count,fluid_solve_seconds,fluid_cache_hit_count,fluid_fallback_count,sparse_attention_enabled,sparse_attention_scope,policy_forward_count,policy_forward_seconds,avg_action_tokens,max_action_tokens,padding_ratio,actor_batch_size_mean,policy_act_seconds,simulator_step_seconds,obs_build_seconds,rollout_device,update_device,cpu_memory_mb,gpu_memory_mb,gpu_temperature
4000,1,DDT1200_num150.txt,fixed,3946,8,493.25,19.84156036376953,22.50143814086914,1.2175698429928161e-05,-0.493333333,0.0542834058913542,0.46916666626930237,0.04293890669941902,0.4266666769981384,0.5666666626930237,-0.100898435,-0.091869565,0.000139917897831765,0.909882640838623,0.015823989536147564,0.0728911692276597,0.0003,637,563,90.62311439749757,22.518827438354492,21.024147510528564,43.54297494888306,1152,0.5247203001054004,0,0,TRUE,pair,528,9.487632500560721,5.238215915817206,45,0,7.473484848484849,9.487632500560721,1.146498000191059,11.314709498750744,cpu,cuda:0,0,670.6787109,51
4001,1,DDT1200_num150.txt,fixed,3944,8,493,10.523782730102539,23.810596466064453,7.262967301358003e-06,-0.186666667,0.04777936237444069,0.4883333444595337,0.023033788427710533,0.4466666579246521,0.5266666412353516,-0.021320419,-0.012802555,0.00012099177076700417,0.857836078195011,0.015565746443291359,0.08130946733495768,0.0003,614,586,59.31403235526061,23.841066122055054,42.65247416496277,66.49354028701782,1108,0.49873340016347356,0,0,TRUE,pair,505,9.932609499810496,5.077079108955894,60,0,7.80990099009901,9.932609499810496,1.1624009988736361,12.091155599016929,cpu,cuda:0,0,670.6787109,52
4002,1,DDT1200_num150.txt,fixed,3912,8,489,19.906028747558594,22.577594757080078,1.0403358828625642e-05,-0.493333333,0.04313926148891026,0.46916666626930237,0.03900676965713501,0.41999998688697815,0.54666668176651,-0.064732494,-0.05519861,0.0001427331471859361,0.9605253338813782,0.013217307678132784,0.06418775487691164,0.0003,637,563,89.18678193718578,22.60974955558777,21.253252506256104,43.86300206184387,1127,0.5674355001538061,0,0,TRUE,pair,527,9.525713999813888,5.377300614167332,60,0,7.423149905123339,9.525713999813888,1.0999476007709745,11.3979476003733,cpu,cuda:0,0,670.6787109,44
4003,1,DDT1200_num150.txt,fixed,3932,8,491.5,17.284385681152344,22.3419189453125,1.0002220733440481e-05,-0.32,0.03445676930051722,0.48000001907348633,0.02309400774538517,0.4466666579246521,0.5133333206176758,-0.056263552,-0.047448747,0.00013257511535711173,0.8881087832980685,0.019185715587809682,0.06849776001440154,0.0003,624,576,91.6939316115416,22.372111320495605,20.509679555892944,42.88179087638855,1117,0.5755165001319256,0,0,TRUE,pair,513,9.318053800205234,5.472024415631988,48,0,7.6647173489278755,9.318053800205234,1.118835300236242,11.353425400768174,cpu,cuda:0,0,670.6787109,42
4004,1,DDT1200_num150.txt,fixed,4045,8,505.625,19.968334197998047,23.372053146362305,1.1853983778564725e-05,-0.293333333,0.02807592936027977,0.4816666841506958,0.04079078510403633,0.3933333456516266,0.5266666412353516,-0.195557056,-0.186722155,0.0001768233824595182,0.8923318019280067,0.010644506331748115,0.06677782435256702,0.0003,622,578,52.5852888470816,23.402446031570435,53.52020835876465,76.92265439033508,1139,0.5277032001758926,0,0,TRUE,pair,532,9.842777000303613,5.170333744657349,60,0,7.603383458646617,9.842777000303613,1.1856659993063658,11.76399090065388,cpu,cuda:0,0,670.68115234375,40
4005,1,DDT1200_num150.txt,fixed,3932,8,491.5,21.828880310058594,23.72979736328125,1.3999861039337702e-05,-0.386666667,0.0339055410868919,0.47583335638046265,0.032987795770168304,0.4333333373069763,0.5333333611488342,-0.05915882,-0.050023196,0.00012437361257263657,0.9197810093561808,0.012431085406922537,0.08721090599217197,0.0003,629,571,41.16524160460003,23.761953830718994,71.75552272796631,95.5174765586853,1144,0.5232351997401565,0,0,TRUE,pair,520,10.491023299691733,5.389114953403191,50,0,7.561538461538461,10.491023299691733,1.2245477008691523,11.435071997373598,cpu,cuda:0,0,670.6787109,41
4006,1,DDT1200_num150.txt,fixed,3873,8,484.125,14.434659004211426,22.858171463012695,1.693946796876844e-05,-0.573333333,0.02691013214848708,0.46416670083999634,0.025806430727243423,0.4399999976158142,0.5266666412353516,-0.159770838,-0.151111798,0.00016678662213962526,0.874243160088857,0.01113016582094133,0.06709526441991329,0.0003,643,557,72.33892147790206,22.88988184928894,30.649760723114014,53.539642572402954,1132,0.6092381001217291,0,0,TRUE,pair,516,9.66281539958436,5.052672347202493,45,0,7.505813953488372,9.66281539958436,1.0893395001767203,11.547461199166719,cpu,cuda:0,0,670.67822265625,45
4007,1,DDT1200_num150.txt,fixed,3936,8,492,16.469669342041016,23.00575065612793,1.160194915428292e-05,-0.2,0.033910013708640524,0.48750001192092896,0.031874317675828934,0.4333333373069763,0.5400000214576721,-0.067730475,-0.058932751,0.00014724556865985505,0.8871345067024231,0.009983538971282542,0.058832729533314705,0.0003,615,585,51.51891474114803,23.042044162750244,53.357080698013306,76.39912486076355,1120,0.5313929999538232,0,0,TRUE,pair,511,9.772577800089493,5.103658536161349,40,0,7.702544031311154,9.772577800089493,1.1513430001505185,11.518652500235476,cpu,cuda:0,0,670.6787109,43
4008,1,DDT1200_num150.txt,fixed,3849,8,481.125,11.920963287353516,22.36835289001465,8.064048415690195e-06,-0.746666667,0.02817128963943284,0.4533333480358124,0.017950551584362984,0.41333332657814026,0.47999998927116394,0.0012496753285328548,0.009656656326519119,0.00016829776318950785,0.8491131001048617,0.008570859855454829,0.04539633242206441,0.0003,656,544,87.14234891294564,22.399052143096924,21.770057916641235,44.16911005973816,1143,0.5319324994052295,0,0,TRUE,pair,502,9.669666399888229,5.07482462983591,40,0,7.6673306772908365,9.669666399888229,1.0359507010143716,10.98278629881679,cpu,cuda:0,0,670.67822265625,48
4009,1,DDT1200_num150.txt,fixed,3847,8,480.875,22.71253776550293,23.42508888244629,1.2723602594633121e-05,-0.733333333,0.017930714664174886,0.4541667103767395,0.028370071202516556,0.3933333456516266,0.4866666793823242,-0.113849119,-0.105223343,0.00017135583105052567,0.8711455464363098,0.013302281386021412,0.07265838512191267,0.0003,655,545,41.47947287252196,23.46195960044861,69.28270983695984,92.74466943740845,1144,0.5411717003153171,0,0,TRUE,pair,517,10.4952188997122,5.086560957983992,60,0,7.44100580270793,10.4952188997122,1.150764200487174,11.153702299896395,cpu,cuda:0,0,670.67822265625,50
4010,1,DDT1200_num150.txt,fixed,3885,8,485.625,12.358574867248535,22.748741149902344,6.777129328838782e-06,-0.546666667,0.012456362737299019,0.4658333361148834,0.02737344242632389,0.4266666769981384,0.5199999809265137,-0.255259616,-0.2467117,0.000159720364763416,0.8627771846950054,0.009138746507233009,0.054796658107079566,0.0003,641,559,73.41569595848463,22.787195205688477,30.13064408302307,52.91783928871155,1122,0.6339009993243963,0,0,TRUE,pair,507,9.863002600090113,5.044015443616545,42,0,7.662721893491124,9.863002600090113,1.1032901998260058,11.171676099911565,cpu,cuda:0,0,670.67822265625,51
4011,1,DDT1200_num150.txt,fixed,3865,8,483.125,15.925117492675781,22.578079223632812,9.416778993909247e-06,-0.8,0.01564523941735642,0.45000001788139343,0.02768874727189541,0.40666666626930237,0.4866666793823242,-0.068598894,-0.059834001,0.0001722849610814592,0.8851037696003914,0.012007069191895425,0.05328347149770707,0.0003,660,540,96.6136629987749,22.610766410827637,17.393927335739136,40.00469374656677,1141,0.5082682007341646,0,0,TRUE,pair,497,9.925315699889325,5.145148771207052,40,0,7.776659959758551,9.925315699889325,1.0661680006887764,10.985203200194519,cpu,cuda:0,0,670.67822265625,52
4012,1,DDT1200_num150.txt,fixed,3873,8,484.125,16.98114776611328,23.205928802490234,4.5020093239145353e-05,-0.453333333,0.010958894281424986,0.47166669368743896,0.032956190407276154,0.4266666769981384,0.5266666412353516,-0.014189746,-0.005327288,0.00015334709210687185,0.8939132009233747,0.012336132249661855,0.06011305323668888,0.0003,634,566,98.58101750328439,23.249290704727173,16.03714656829834,39.287482500076294,1133,0.5189119000860956,0,0,TRUE,pair,505,10.448841900069965,5.130906273159536,60,0,7.669306930693069,10.448841900069965,1.0969459003244992,11.0543285998574,cpu,cuda:0,0,670.67822265625,51
4013,1,DDT1200_num150.txt,fixed,3923,8,490.375,19.836441040039062,24.438644409179688,1.3006383596803062e-05,-0.32,0.00371004869362498,0.48000001907348633,0.029814230278134346,0.4266666769981384,0.5266666412353516,-0.094638076,-0.086383198,0.00014421671971142518,0.8326986106959257,0.01080271987082211,0.07525646288625219,0.0003,624,576,41.98666653322867,24.4779953956604,68.95642852783203,93.43442392349243,1145,0.5464821006462444,0,0,TRUE,pair,516,11.071047199890018,5.054295181589955,85,0,7.602713178294573,11.071047199890018,1.1910869003622793,11.516097700106911,cpu,cuda:0,0,670.6787109,42
