iteration,instance_id,instance_name,instance_selection,transitions,episode_count,episode_transition_mean,episode_transition_std,episode_seconds_mean,episode_seconds_std,reward,mean_return,fulfillment_rate_mean,fulfillment_rate_std,fulfillment_rate_min,fulfillment_rate_max,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,learning_rate,discard_count,completion_count,steps_per_second,rollout_seconds,update_seconds,elapsed_seconds,fluid_solve_count,fluid_solve_seconds,fluid_cache_hit_count,fluid_fallback_count,sparse_attention_enabled,sparse_attention_scope,policy_forward_count,policy_forward_seconds,avg_action_tokens,max_action_tokens,padding_ratio,actor_batch_size_mean,policy_act_seconds,simulator_step_seconds,obs_build_seconds,rollout_device,update_device,cpu_memory_mb,gpu_memory_mb,gpu_temperature
0,1,DDT500_num50.txt,fixed,934,8,116.75,11.377059936523438,4.17721700668335,8.65232777869096e-06,-6.36,-0.17057411,0.10249999910593033,0.03526684269309044,0.05999999865889549,0.18000000715255737,0.005581384400526682,0.01911181261142095,0.005448526989979049,1.6254687229792277,0.0028360419141487607,0.035339978026847046,0.0003,359,41,38.46699359900057,4.183502197265625,20.09705400466919,24.280556201934814,511,0.20426130009582266,0,0,TRUE,pair,131,1.2384756993851624,6.617773019782481,50,0,7.129770992366412,1.2384756993851624,0.18407499982276931,2.6484254996175878,cpu,cuda:0,0,73.25097656,50
1,1,DDT500_num50.txt,fixed,944,8,118,7.533259391784668,4.525604248046875,6.585706159967231e-06,-5.64,-0.224771401,0.14749999344348907,0.033071890473365784,0.10000000149011612,0.20000000298023224,-0.053394814,-0.040025683,0.005023496310847501,1.5880873521169028,0.0033960244715368995,0.054758775234222415,0.0003,341,59,40.16783406229809,4.536208391189575,18.96518325805664,23.501391649246216,494,0.2675443994230591,0,0,TRUE,pair,131,1.349830099963583,6.35063559221009,45,0,7.206106870229007,1.349830099963583,0.21335340023506433,2.841197299712803,cpu,cuda:0,0,86.29003906,50
2,1,DDT500_num50.txt,fixed,985,8,123.125,7.389815807342529,4.2618408203125,6.613698587898398e-06,-5.8,-0.318743609,0.13749998807907104,0.03665719926357269,0.07999999821186066,0.20000000298023224,-0.040893482,-0.029371027,0.0076688868536924325,1.5356897195180257,0.0016218008484429447,0.015334211631367604,0.0003,345,55,41.28152349335269,4.272101640701294,19.588451862335205,23.8605535030365,516,0.20623700006399304,0,0,TRUE,pair,134,1.2310598997864872,6.358375632097274,45,0,7.350746268656716,1.2310598997864872,0.1968082011444494,2.7210651002824306,cpu,cuda:0,0,88.63623047,50
3,1,DDT500_num50.txt,fixed,1000,8,125,5.4772257804870605,5.775882244110107,5.478441835293779e-06,-5.52,-0.367398843,0.1550000011920929,0.02958039939403534,0.11999999731779099,0.2199999988079071,-0.008858942,0.002544174591700236,0.008979678386822343,1.5892959435780842,0.0035758606883367367,0.04569040751084685,0.0003,338,62,38.766236829492534,5.786410093307495,20.009232759475708,25.795642852783203,504,0.261830200208351,0,0,TRUE,pair,137,1.8132926001562737,6.525,60,0,7.299270072992701,1.8132926001562737,0.25038200052222237,3.5628632989828475,cpu,cuda:0,0,83.58642578,50
4,1,DDT500_num50.txt,fixed,934,8,116.75,3.799670934677124,4.202582359313965,4.444444584805751e-06,-6.2,-0.432070473,0.11250000447034836,0.037332963198423386,0.05999999865889549,0.18000000715255737,-0.056715871,-0.047080816,0.012159252461666862,1.571468186378479,0.005248175017550238,0.07003785936782757,0.0003,355,45,38.60825525892711,4.212296724319458,19.97942066192627,24.191717386245728,504,0.20881920034298673,0,0,TRUE,pair,124,1.2049748999997973,6.566381157848514,50,0,7.532258064516129,1.2049748999997973,0.182277099811472,2.706770899705589,cpu,cuda:0,0,88.43457031,51
5,1,DDT500_num50.txt,fixed,956,8,119.5,5.958187580108643,4.566518306732178,4.6261807256087195e-06,-6,-0.502085682,0.125,0.027838824316859245,0.07999999821186066,0.18000000715255737,-0.04703134,-0.039620418,0.015762754653890928,1.529229958852132,0.0033358159838826396,0.043222747681041555,0.0003,350,50,40.74717022547063,4.574925899505615,18.886826038360596,23.46175193786621,500,0.21593529998790473,0,0,TRUE,pair,127,1.431908399972599,6.078451881099445,48,0,7.52755905511811,1.431908399972599,0.21293240058002993,2.7987235001055524,cpu,cuda:0,0,90.23193359,52
6,1,DDT500_num50.txt,fixed,1001,8,125.125,6.603739261627197,5.404332637786865,4.936445111525245e-05,-5.6,-0.524709807,0.14999999105930328,0.024494897574186325,0.10000000149011612,0.18000000715255737,-0.046488346,-0.039849865,0.016990218404680492,1.5133590221405029,0.005323737446936623,0.0824576564754049,0.0003,340,60,40.08279622587456,5.419992446899414,19.55331516265869,24.973307609558105,509,0.25178589951246977,0,0,TRUE,pair,136,1.75569410022581,6.133866135771577,60,0,7.360294117647059,1.75569410022581,0.25011019984958693,3.255287299922202,cpu,cuda:0,0,104.5849609,51
7,1,DDT500_num50.txt,fixed,948,8,118.5,9.287087440490723,5.169433594,7.186254151747562e-06,-5.6,-0.531585649,0.15000000596046448,0.05196152627468109,0.07999999821186066,0.23999999463558197,-0.066073496,-0.060095718,0.01831231123457352,1.5133936166763307,0.003362288524901184,0.041922854197522,0.0003,340,60,40.2239319455049,5.179509162902832,18.3885498046875,23.568058967590332,502,0.2344119004555978,0,0,TRUE,pair,131,1.7322335006901994,6.313291139743499,45,0,7.236641221374046,1.7322335006901994,0.25452849990688264,3.041816499317065,cpu,cuda:0,0,97.20117188,52
8,1,DDT500_num50.txt,fixed,965,8,120.625,6.163146495819092,5.0876617431640625,8.916025763028301e-06,-5.32,-0.518438621,0.16750001907348633,0.028173573315143585,0.11999999731779099,0.20000000298023224,-0.029766257,-0.022394307,0.014880769761900108,1.481233255068461,0.004709460853700875,0.05918785920366645,0.0003,333,67,41.56329704423231,5.098405599594116,18.119194269180298,23.217599868774414,480,0.21633080166066065,0,0,TRUE,pair,130,1.7105084000504576,5.67046632025526,35,0,7.423076923076923,1.7105084000504576,0.22373460023663938,3.0192340000066906,cpu,cuda:0,0,83.06445313,48
9,1,DDT500_num50.txt,fixed,989,8,123.625,8.425222396850586,5.070056915283203,1.068370693246834e-05,-5.64,-0.545035832,0.14749999344348907,0.026339136064052582,0.10000000149011612,0.18000000715255737,0.019142815470695497,0.02755620578924815,0.013472463718305032,1.5149619340896607,0.001853513519624054,0.02029941836372018,0.0003,341,59,39.544384777106465,5.082476377487183,19.927395582199097,25.00987195968628,494,0.22947540058521554,0,0,TRUE,pair,140,1.5919873999082483,6.042467139005902,45,0,7.064285714285714,1.5919873999082483,0.22022549994289875,3.1239110000315122,cpu,cuda:0,0,82.14599609,43
